image_id,image_path,text_desc,weight,color,season,taste,shape,label,id
IMG_0745.JPG,https://drive.google.com/file/d/140P7jw3EtFnAZNRybti0EaVAmieT9mB-/view?usp=drivesdk,A small produce distinguishable by its purple hue and round form.,100,Brown,Summer,Sharp,Flattened,onion,24
IMG_0746.JPG,https://drive.google.com/file/d/1RCm7_vB_UYoGYr2GPVP3ekyr4YH8fp6_/view?usp=drivesdk,A white specimen with a round silhouette.,100,Brown,Spring,Mild,Round,onion,25
IMG_0747.JPG,https://drive.google.com/file/d/1aTktc3vAe34Uf7ztPiWHoLspvoe8awBW/view?usp=drivesdk,A medium organic matter distinguishable by its purple hue and round form.,100,Brown,Year Round,Juicy,Cylindrical,onion,26
IMG_0748.JPG,https://drive.google.com/file/d/1ucxQQGYDxWGdRWPwhu5ZKDvzUZKh19Rm/view?usp=drivesdk,A white sample with a circular silhouette.,100,Brown,Summer,Crisp,Irregular,onion,27
IMG_0749.JPG,https://drive.google.com/file/d/1AM02Si2aKz88ChwQgpzNO_0QAxT_rUFY/view?usp=drivesdk,A small spherical organic matter with a papery pale surface.,174,Brown,Summer,Earthy,Oval,onion,28
IMG_0750.JPG,https://drive.google.com/file/d/1aiwpzUuO311qnHD0G8TVA_IOXADpiIvO/view?usp=drivesdk,A small round sample with a glossy earthy surface.,174,Orange,Autumn,Savory,Irregular,onion,29
IMG_0751.JPG,https://drive.google.com/file/d/1ap_RZ05KVUN4DWhXrTjtuW-ed6wDGmXd/view?usp=drivesdk,This organic matter is spherical and features a thin appearance.,174,Orange,Year Round,Earthy,Cylindrical,onion,30
IMG_0752.JPG,https://drive.google.com/file/d/1ogtJOJHAKaEyO63_a5rkdTdlZMxauuFv/view?usp=drivesdk,This produce is globe-shaped and features a smooth appearance.,174,Yellow,Autumn,Savory,Flattened,onion,31
IMG_0753.JPG,https://drive.google.com/file/d/1mRi-LgKkOTdPYqS4KtHvySjei_vofLBY/view?usp=drivesdk,A medium round item with a dry pale surface.,217,Orange,Year Round,Sharp,Round,onion,32
IMG_0754.JPG,https://drive.google.com/file/d/112K8VH1cE8CwdSPVYuQEy-WRutQcl-zb/view?usp=drivesdk,A small produce distinguishable by its brownish hue and round form.,217,Orange,Autumn,Crisp,Globular,onion,33
IMG_0755.JPG,https://drive.google.com/file/d/1N-H2kbgmIyE3dmfE2vnt5wVlooMJDfLL/view?usp=drivesdk,An organic specimen that feels dry to the touch and looks spherical.,217,Orange,Spring,Savory,Cylindrical,onion,34
IMG_0756.JPG,https://drive.google.com/file/d/1lll1C4BhbBXtQGA_vlmLMmgMxjS2lTMp/view?usp=drivesdk,An organic object that feels flaky to the touch and looks round.,217,Brown,Autumn,Juicy,Conical,onion,35
IMG_0757.JPG,https://drive.google.com/file/d/1de80lI5SkFNaE0zh8UyGoVutUSqot-NI/view?usp=drivesdk,A small circular sample with a layered white surface.,200,Purple,Summer,Juicy,Long,onion,36
IMG_0758.JPG,https://drive.google.com/file/d/1rM4YdZV0MrEUN9Jj-W60CFqXn1YIv6k-/view?usp=drivesdk,An organic sample that feels smooth to the touch and looks spherical.,200,Dark Red,Summer,Mild,Globular,onion,37
IMG_0759.JPG,https://drive.google.com/file/d/1kdaVO9Y7SRhPDwzjnSYsxGcIAKzwuRQ-/view?usp=drivesdk,This produce is orb-like and features a papery appearance.,200,Dark Red,Year Round,Earthy,Irregular,onion,38
IMG_0760.JPG,https://drive.google.com/file/d/1J3jFHU7m4huxmHibOI5ww9ZnpwBnj9z6/view?usp=drivesdk,This item is orb-like and features a papery appearance.,200,Dark Red,Year Round,Crisp,Globular,onion,39
IMG_0761.JPG,https://drive.google.com/file/d/1RljO9zIeBoKzWlM_3N0slwDcOlbHIpwj/view?usp=drivesdk,A medium organic matter distinguishable by its brownish hue and circular form.,151,Dark Red,Year Round,Mild,Oval,onion,40
IMG_0762.JPG,https://drive.google.com/file/d/1xEe_4DZrgIXirXtsB4YQ8TyhnoxMTYXS/view?usp=drivesdk,A small produce distinguishable by its white hue and orb-like form.,151,Red,Autumn,Sharp,Long,onion,41
IMG_0763.JPG,https://drive.google.com/file/d/1KWF7f7q0DFkT7XiX5rKkQO3Iz7kYSNb2/view?usp=drivesdk,A small round object with a flaky earthy surface.,151,Dark Red,Year Round,Earthy,Cylindrical,onion,42
IMG_0764.JPG,https://drive.google.com/file/d/1fq1iYp52ODxVXMF_i_urTSBL01DyIS1f/view?usp=drivesdk,A medium orb-like object with a sleek purple surface.,151,Dark Red,Spring,Earthy,Flattened,onion,43
IMG_0765.JPG,https://drive.google.com/file/d/1otX2AmnNeF2ABr_hPucv6_LfJCtVxZcX/view?usp=drivesdk,A small object distinguishable by its white hue and orb-like form.,133,Dark Red,Spring,Earthy,Cylindrical,onion,44
IMG_0766.JPG,https://drive.google.com/file/d/1u1hAo9J7LhZlKgErFj2wp-UIf-Y26nVe/view?usp=drivesdk,A medium organic matter distinguishable by its tan hue and circular form.,133,Purple,Autumn,Juicy,Globular,onion,45
IMG_0771.JPG,https://drive.google.com/file/d/1ArpML3Q1Rs3v_FyzMqyQKxFd1plP321V/view?usp=drivesdk,An organic object that feels flaky to the touch and looks circular.,133,Purple,Spring,Earthy,Globular,onion,46
IMG_0772.JPG,https://drive.google.com/file/d/1vu2lL-EaBWI4LH_FuBL9VB_-IyBEf3GS/view?usp=drivesdk,A white item with a spherical silhouette.,133,Dark Red,Spring,Juicy,Oval,onion,47
IMG_0773.JPG,https://drive.google.com/file/d/10t_oiAvJnyLOyUqTXN1CClAh59DiFDG5/view?usp=drivesdk,A medium spherical specimen with a polished white surface.,134,Yellow,Autumn,Crisp,Asymmetric,onion,48
IMG_0774.JPG,https://drive.google.com/file/d/1vswdGeRpbkw9Qk18zRjsmyzD-R88Tbzf/view?usp=drivesdk,A medium globe-shaped item with a thin beige surface.,134,Yellow,Year Round,Juicy,Flattened,onion,49
IMG_0775.JPG,https://drive.google.com/file/d/1e_UFyA0nnA9uPya5qoWCkvA06ghql4Fe/view?usp=drivesdk,A tan object with a globe-shaped silhouette.,134,Yellow,Summer,Crisp,Conical,onion,50
IMG_0776.JPG,https://drive.google.com/file/d/1GG3YzekhYoX1turZohcUzLyLoZmezrqG/view?usp=drivesdk,This item is spherical and features a papery appearance.,134,Yellow,Summer,Sharp,Globular,onion,51
IMG_0778.JPG,https://drive.google.com/file/d/1WLMJZAEyH9MMWbf0bssjQnu-9goYFccI/view?usp=drivesdk,An organic specimen that feels smooth to the touch and looks round.,194,Yellow,Summer,Juicy,Irregular,onion,52
IMG_0779.JPG,https://drive.google.com/file/d/1PufRrIC-tyCGaNXAWNZ4nJXU_dlwmahd/view?usp=drivesdk,A medium produce distinguishable by its tan hue and orb-like form.,194,Yellow,Year Round,Savory,Asymmetric,onion,53
IMG_0783.JPG,https://drive.google.com/file/d/127ElU2OIur97AwT9tgEEJTdipB6V3ZTH/view?usp=drivesdk,A purple sample with a round silhouette.,126,Yellow,Year Round,Earthy,Round,onion,54
IMG_0784.JPG,https://drive.google.com/file/d/1yB_8qZpv1LxrlVyNCZOkNl0SVQOtZP-F/view?usp=drivesdk,An organic sample that feels layered to the touch and looks round.,126,Yellow,Year Round,Mild,Conical,onion,55
IMG_0785.JPG,https://drive.google.com/file/d/1VN5Js69FTW1Sy856oK4GXtyJDDLsEG39/view?usp=drivesdk,A small sample distinguishable by its tan hue and spherical form.,144,Yellow,Autumn,Mild,Globular,onion,56
IMG_0786.JPG,https://drive.google.com/file/d/1mH9p6PxoRg4Kuy5hmxuTZcjFOuXmkGQS/view?usp=drivesdk,A medium produce distinguishable by its pale hue and globe-shaped form.,144,Yellow,Spring,Savory,Round,onion,57
IMG_0787.JPG,https://drive.google.com/file/d/1L-9yc9uTM5SEpPpIm7wz6sy6QaDGCzVl/view?usp=drivesdk,An organic sample that feels sleek to the touch and looks round.,144,Yellow,Autumn,Earthy,Round,onion,58
IMG_0788.JPG,https://drive.google.com/file/d/1aU00WbIPgKKPdEl_kRvGRDobZnVREqJu/view?usp=drivesdk,A medium object distinguishable by its earthy hue and circular form.,144,Yellow,Autumn,Earthy,Round,onion,59
IMG_0789.JPG,https://drive.google.com/file/d/1j7BqcuMQhCRHv3kqKKyxhMieXwLJAKJL/view?usp=drivesdk,A chunky organic matter distinguishable by its pale hue and curved form.,455,Brown,Winter,Starchy,Long,potato,60
IMG_0790.JPG,https://drive.google.com/file/d/1VGwGsamUCNeBLz6-T1Y58mdb6o9Pb5Z6/view?usp=drivesdk,A chunky object distinguishable by its brownish hue and orb-like form.,455,Brown,Autumn,Earthy,Cylindrical,potato,61
IMG_0791.JPG,https://drive.google.com/file/d/1dOMvJ-N1nlukfOcFXoxvnywy1yYcXLd7/view?usp=drivesdk,This object is oblong and features a matte appearance.,455,Brown,Winter,Earthy,Oval,potato,62
IMG_0792.JPG,https://drive.google.com/file/d/1BX3Io5ujp3WkkXqRZ0hsc9O-bmpavGjM/view?usp=drivesdk,A pale produce with a spherical silhouette.,455,Brown,Winter,Savory,Cylindrical,potato,63
IMG_0793.JPG,https://drive.google.com/file/d/1qCzgVi5GjsSdJ6BPIji3gYDxYdFcscDI/view?usp=drivesdk,A chunky oblong sample with a uneven beige surface.,455,Brown,Autumn,Earthy,Round,potato,64
IMG_0794.JPG,https://drive.google.com/file/d/1KVkOmTYAuy8cJNp5m21uFACiuq27Eew-/view?usp=drivesdk,A variable circular produce with a textured tan surface.,455,Brown,Winter,Earthy,Asymmetric,potato,65
IMG_0806.JPG,https://drive.google.com/file/d/1SJLmZgqNiQRKEx7c3_2aMQVBoRO8dzDx/view?usp=drivesdk,A medium spherical organic matter with a dusty earthy surface.,322,Brown,Year Round,Earthy,Irregular,potato,66
IMG_0807.JPG,https://drive.google.com/file/d/1TVGfOn9DhyFxbvX9XGFK5xJPdd3Cb0rQ/view?usp=drivesdk,An organic produce that feels rough to the touch and looks curved.,322,Yellow,Autumn,Mild,Globular,potato,67
IMG_0808.JPG,https://drive.google.com/file/d/1_Tun8xHewR0aO2lBUvEqyxaGUz6-5UBA/view?usp=drivesdk,A medium produce distinguishable by its tan hue and circular form.,322,Orange,Winter,Earthy,Curved,potato,68
IMG_0809.JPG,https://drive.google.com/file/d/1VuGbYtO1x0Zbqp19JWfYjMSGzOUQwcOa/view?usp=drivesdk,A earthy item with a oblong silhouette.,322,Orange,Winter,Savory,Flattened,potato,69
IMG_0811.JPG,https://drive.google.com/file/d/12c9Cx7SMYfNNVUi7J5aUY5XsjrHpqXPA/view?usp=drivesdk,A pale object with a elongated silhouette.,322,Brown,Year Round,Starchy,Curved,potato,70
IMG_0812.JPG,https://drive.google.com/file/d/1ilP1txXynn2mQrcBqkSiOsk1Y9gMsD1P/view?usp=drivesdk,A medium globe-shaped sample with a matte pale surface.,322,Yellow,Autumn,Starchy,Round,potato,71
IMG_0813.JPG,https://drive.google.com/file/d/18jlLJ-gCTH73sf77Z_TRHt2aUD-00OCP/view?usp=drivesdk,A tan item with a oval silhouette.,232,Brown,Year Round,Starchy,Irregular,potato,72
IMG_0814.JPG,https://drive.google.com/file/d/1N5UiXI7L_SEvdK7JJrHdoFIz4xsmoU1y/view?usp=drivesdk,A chunky globe-shaped organic matter with a rough pale surface.,232,Brown,Winter,Starchy,Oval,potato,73
IMG_0815.JPG,https://drive.google.com/file/d/18G-9MKRPb84Vhz5JCnXhN7hZrPN6OAsk/view?usp=drivesdk,A beige sample with a elongated silhouette.,232,Orange,Autumn,Starchy,Curved,potato,74
IMG_0817.JPG,https://drive.google.com/file/d/1OrtErb50nQ8tdlG4g4dcQJ-6I2JQBeOS/view?usp=drivesdk,An organic organic matter that feels bumpy to the touch and looks orb-like.,232,Brown,Autumn,Savory,Cylindrical,potato,75
IMG_0818.JPG,https://drive.google.com/file/d/1uEHvl11dXQNrZrlumNEpahCB55STunZq/view?usp=drivesdk,A chunky round produce with a dusty tan surface.,232,Brown,Winter,Earthy,Cylindrical,potato,76
IMG_0820.JPG,https://drive.google.com/file/d/1uL8gB0yNLnEjTNBPmg3UI82RbBKSLpqm/view?usp=drivesdk,A medium globe-shaped item with a sleek warm-colored surface.,107,Green,Autumn,Crisp,Conical,apple,77
IMG_0821.JPG,https://drive.google.com/file/d/1Q-yytgsTtzCRXkE4_8FPlyBnKZRlo5Jj/view?usp=drivesdk,A green item with a orb-like silhouette.,107,Green,Winter,Juicy,Small-Round,apple,78
IMG_0822.JPG,https://drive.google.com/file/d/1CoakwA4pqZB_hLWrXxSJIVnCC5C9AtIx/view?usp=drivesdk,A palm-sized item distinguishable by its sunset-colored hue and globe-shaped form.,107,Green,Autumn,Tart,Oval,apple,79
IMG_0823.JPG,https://drive.google.com/file/d/1JUpE3ozWsxyHJW9hAYKMPS-LCwh6DSGT/view?usp=drivesdk,An organic object that feels smooth to the touch and looks round.,107,Green,Year Round,Fruity,Globular,apple,80
IMG_0824.JPG,https://drive.google.com/file/d/1j4fuldLGbvUssDhFOYv1gd9vyVBQKMLq/view?usp=drivesdk,A medium specimen distinguishable by its golden hue and orb-like form.,107,Green,Year Round,Crisp,Round,apple,81
IMG_0828.JPG,https://drive.google.com/file/d/1_D48mQMXac_fKahd9dXSaz9KcNR-Dy4l/view?usp=drivesdk,A medium organic matter distinguishable by its sunset-colored hue and circular form.,85,Orange,Autumn,Sharp,Flattened,apple,82
IMG_0829.JPG,https://drive.google.com/file/d/1YZGDJHhhY3beXGhQxzc9kc96FGbmWJdF/view?usp=drivesdk,A orange-hued produce with a circular silhouette.,85,Yellow,Winter,Fruity,Round,apple,83
IMG_0830.JPG,https://drive.google.com/file/d/197Q8xsezZ35ZFSqTbIeStHs4AVO7NSXD/view?usp=drivesdk,A medium orb-like object with a smooth golden surface.,96,Red,Autumn,Crisp,Round,apple,84
IMG_0831.JPG,https://drive.google.com/file/d/1lY3ziltH7Nnv8pUfwT2bAUSjm1yw38Vw/view?usp=drivesdk,An organic organic matter that feels glossy to the touch and looks round.,96,Yellow,Winter,Sweet,Small-Round,apple,85
IMG_0832.JPG,https://drive.google.com/file/d/1WgHTUPguN9KqdVLrRv5Om6T6HLOog9M4/view?usp=drivesdk,This sample is globe-shaped and features a shiny appearance.,96,Yellow,Autumn,Sharp,Globular,apple,86
IMG_0833.JPG,https://drive.google.com/file/d/1UlTtO566h0K2mlcfeiHOkAaZXeRKdSGM/view?usp=drivesdk,A medium circular organic matter with a glossy red surface.,96,Yellow,Winter,Tart,Asymmetric,apple,87
IMG_0834.JPG,https://drive.google.com/file/d/1xrGG7x33DDR6rY1rGtTSWte4a0L-Ws_H/view?usp=drivesdk,A palm-sized sample distinguishable by its reddish hue and spherical form.,96,Yellow,Year Round,Crisp,Globular,apple,88
IMG_0835.JPG,https://drive.google.com/file/d/1hJUObPBH7HnVVevw5io-4PVVg-UpGjwF/view?usp=drivesdk,A warm-colored organic matter with a spherical silhouette.,206,Red,Winter,Fruity,Irregular,apple,89
IMG_0836.JPG,https://drive.google.com/file/d/1dStXaXhCybuoBgWw4ulvYrj62gT-IhuQ/view?usp=drivesdk,A medium spherical organic matter with a polished warm-colored surface.,206,Red,Autumn,Sweet,Irregular,apple,90
IMG_0837.JPG,https://drive.google.com/file/d/1aoExqcNTtBqW7dJb7IYNoILP6lCom198/view?usp=drivesdk,This item is spherical and features a glossy appearance.,206,Red,Autumn,Juicy,Flattened,apple,91
IMG_0838.JPG,https://drive.google.com/file/d/1qiK6n9yLpExXUdMmBHiGCNjzTKvzsYUF/view?usp=drivesdk,A medium round organic matter with a glossy warm-colored surface.,206,Red,Autumn,Juicy,Flattened,apple,92
IMG_0839.JPG,https://drive.google.com/file/d/1jfpDjg2NKNCawFDf2XbQnzj2FwAsfogO/view?usp=drivesdk,A medium produce distinguishable by its green hue and spherical form.,206,Red,Year Round,Sharp,Conical,apple,93
IMG_0840.JPG,https://drive.google.com/file/d/1fhr55SO9iOy26wfW9kXZrTU_v5qte7Ey/view?usp=drivesdk,This sample is orb-like and features a smooth appearance.,233,Dark Red,Winter,Crisp,Flattened,apple,94
IMG_0841.JPG,https://drive.google.com/file/d/1fjbjIEURfu8iQP_duHFVGXChMV7VkYa5/view?usp=drivesdk,This object is globe-shaped and features a sleek appearance.,233,Red,Winter,Tart,Small-Round,apple,95
IMG_0842.JPG,https://drive.google.com/file/d/1Ga5rhSQLAObqUPUZV-c8_cwzJg3WPqu0/view?usp=drivesdk,An organic organic matter that feels shiny to the touch and looks spherical.,233,Dark Red,Winter,Sweet,Asymmetric,apple,96
IMG_0843.JPG,https://drive.google.com/file/d/1UVBwq9Kc12RQPMUZts2tSReHCOS5PLcn/view?usp=drivesdk,A medium item distinguishable by its orange-hued hue and circular form.,233,Red,Autumn,Juicy,Asymmetric,apple,97
IMG_0844.JPG,https://drive.google.com/file/d/1XI_gtqRyFmLXunIw2qA3sSC4UZNy_-UE/view?usp=drivesdk,A reddish sample with a spherical silhouette.,233,Red,Winter,Crisp,Conical,apple,98
IMG_0845.JPG,https://drive.google.com/file/d/1EmtlwZz7ZhUQ_N4RFE5QJFTQ9XMtXDx1/view?usp=drivesdk,A sunset-colored sample with a orb-like silhouette.,240,Red,Winter,Fruity,Flattened,apple,99
IMG_0846.JPG,https://drive.google.com/file/d/1ho0k4ea4RJgTOOAOvDc3E_BAj7_t9VPn/view?usp=drivesdk,This organic matter is round and features a sleek appearance.,240,Red,Winter,Sharp,Flattened,apple,100
IMG_0847.JPG,https://drive.google.com/file/d/1dD6cqLe3GFIVW1veLmP7LRLB2Q0SO9hy/view?usp=drivesdk,This item is spherical and features a smooth appearance.,240,Red,Winter,Juicy,Round,apple,101
IMG_0848.JPG,https://drive.google.com/file/d/1WbIr9HTwoj9vlX0j7VwrCQpu0MBtSst9/view?usp=drivesdk,A medium globe-shaped item with a smooth golden surface.,240,Red,Year Round,Tart,Irregular,apple,102
IMG_0849.JPG,https://drive.google.com/file/d/1qk9k2BAwarUxNuUkIP9TmKtgktAqdK4J/view?usp=drivesdk,This organic matter is circular and features a sleek appearance.,240,Red,Year Round,Crisp,Oval,apple,103
IMG_0850.JPG,https://drive.google.com/file/d/1GveAPhYF77rNne-_JaU2AFrNYCKLoObv/view?usp=drivesdk,This organic matter is circular and features a polished appearance.,212,Red,Year Round,Crisp,Irregular,apple,104
IMG_0851.JPG,https://drive.google.com/file/d/1K-dH9dDagxNdj2WBDTrjUDHzpLzDnY_r/view?usp=drivesdk,A palm-sized globe-shaped specimen with a smooth reddish surface.,212,Red,Autumn,Sweet,Small-Round,apple,105
IMG_0852.JPG,https://drive.google.com/file/d/1N1KW36KxREbeONngkqbWu8H906tDWwpR/view?usp=drivesdk,An organic sample that feels smooth to the touch and looks round.,212,Red,Year Round,Tart,Conical,apple,106
IMG_0854.JPG,https://drive.google.com/file/d/1JdwszBs9i6dFLve1BI5_a_g52RpLOB-8/view?usp=drivesdk,This specimen is spherical and features a smooth appearance.,212,Red,Winter,Crisp,Irregular,apple,107
IMG_0855.JPG,https://drive.google.com/file/d/1Y9KJFTK376qDIn9JuATgv-c0skRHr_T8/view?usp=drivesdk,This produce is globe-shaped and features a shiny appearance.,212,Red,Winter,Sweet,Globular,apple,108
IMG_0856.JPG,https://drive.google.com/file/d/1p577I2TgQL4SmLtmlqawFTkmXSEWap-A/view?usp=drivesdk,An organic organic matter that feels sleek to the touch and looks circular.,198,Orange,Year Round,Juicy,Round,apple,109
IMG_0857.JPG,https://drive.google.com/file/d/1l0Tn2IqsQM1uGawVxqLdkiJl-3oXn_6T/view?usp=drivesdk,This sample is spherical and features a smooth appearance.,198,Red,Winter,Sharp,Conical,apple,110
IMG_0858.JPG,https://drive.google.com/file/d/1O1sH1fNBYG0RycOjMRO-G6bb4n6NdScv/view?usp=drivesdk,A medium spherical produce with a shiny golden surface.,198,Red,Winter,Fruity,Irregular,apple,111
IMG_0859.JPG,https://drive.google.com/file/d/13xkNNLnC6Kuw8z5qen0ArJ4VD-I4oXKx/view?usp=drivesdk,A medium item distinguishable by its red hue and circular form.,198,Red,Year Round,Crisp,Round,apple,112
IMG_0860.JPG,https://drive.google.com/file/d/1-bOgLylilaF6e_a5d9DK2R4p_IIXi76P/view?usp=drivesdk,This sample is spherical and features a shiny appearance.,198,Red,Year Round,Crisp,Conical,apple,113
IMG_0861.JPG,https://drive.google.com/file/d/1EcUOnHu4KF4q7yU1FG0IMmW58wi7Hzw8/view?usp=drivesdk,This specimen is oval and features a sleek appearance.,198,Yellow,Spring,Earthy,Cylindrical,banana,114
IMG_0862.JPG,https://drive.google.com/file/d/1GvROS8ChmlWsQXyhhcU1-INrYJXLKhxI/view?usp=drivesdk,A yellowish specimen with a lengthy silhouette.,198,Yellow,Summer,Sweet,Cylindrical,banana,115
IMG_0863.JPG,https://drive.google.com/file/d/1SaMyTjMJ0-gpJcqqRsI8tn8PbTFptpoc/view?usp=drivesdk,A long item distinguishable by its bright hue and lengthy form.,198,Yellow,Year Round,Sweet,Curved,banana,116
IMG_0864.JPG,https://drive.google.com/file/d/1QdDV5rQ_HX1FY-dNm3Tbe9xrHDJr2s2k/view?usp=drivesdk,An organic sample that feels smooth to the touch and looks lengthy.,198,Yellow,Summer,Sweet,Long,banana,117
IMG_0865.JPG,https://drive.google.com/file/d/1i792u_XEzoPf5F4N4APY2d90OR8gpzKy/view?usp=drivesdk,An organic produce that feels polished to the touch and looks elongated.,198,Yellow,Summer,Starchy,Long,banana,118
IMG_0866.JPG,https://drive.google.com/file/d/1ZsmWnlUJtftch1rlbsOlMBFcnp6SewGj/view?usp=drivesdk,This item is elongated and features a glossy appearance.,198,Yellow,Year Round,Mild,Asymmetric,banana,119
IMG_0867.JPG,https://drive.google.com/file/d/1X0Sso12gzvAhP1lu2uj7t_JKOi3rC0-g/view?usp=drivesdk,This sample is oval and features a sleek appearance.,198,Yellow,Spring,Mild,Asymmetric,banana,120
IMG_0868.JPG,https://drive.google.com/file/d/1uXYHifE_MZJJoXBiK6cwRFInue9R7WAR/view?usp=drivesdk,A medium oblong specimen with a smooth pale yellow surface.,198,Yellow,Spring,Sweet,Cylindrical,banana,121
IMG_0869.JPG,https://drive.google.com/file/d/1Hp7cL7PYKsQXiGT8vcoNb--S3FB35nme/view?usp=drivesdk,A long sample distinguishable by its pale yellow hue and lengthy form.,198,Yellow,Summer,Sweet,Cylindrical,banana,122
IMG_0870.JPG,https://drive.google.com/file/d/19QoMZ2T1lgTnfJJyfBWOjLY3SNI_PAIi/view?usp=drivesdk,A medium oblong specimen with a glossy pale yellow surface.,198,Yellow,Spring,Starchy,Asymmetric,banana,123
