id,label
352,mandarin
353,mandarin
354,mandarin
355,mandarin
356,mandarin
357,mandarin
358,mandarin
359,mandarin
360,mandarin
361,mandarin
362,mandarin
363,mandarin
364,mandarin
365,mandarin
366,mandarin
367,mandarin
368,mandarin
369,mandarin
370,mandarin
371,mandarin
372,mandarin
373,mandarin
374,mandarin
375,mandarin
376,mandarin
377,mandarin
378,mandarin
379,mandarin
380,mandarin
381,mandarin
382,mandarin
383,mandarin
384,mandarin
385,mandarin
386,mandarin
387,mandarin
388,mandarin
389,mandarin
390,mandarin
391,mandarin
392,mandarin
393,mandarin
394,mandarin
395,mandarin
396,mandarin
397,mandarin
398,mandarin
399,mandarin
400,mandarin
401,mandarin
402,mandarin
403,mandarin
404,mandarin
405,mandarin
406,banana
407,banana
408,banana
409,banana
410,banana
411,banana
412,banana
413,banana
414,banana
415,banana
416,banana
417,banana
418,banana
419,banana
420,banana
421,banana
422,banana
423,banana
424,banana
425,banana
426,banana
427,banana
428,banana
429,banana
430,banana
431,banana
432,banana
433,banana
434,banana
435,banana
436,banana
437,banana
438,banana
439,banana
440,banana
441,banana
442,banana
443,potato
444,potato
445,potato
446,potato
447,potato
448,potato
449,potato
450,potato
451,potato
452,potato
453,potato
454,potato
455,potato
456,potato
457,potato
458,potato
459,potato
460,potato
461,potato
462,potato
463,potato
464,potato
465,potato
466,potato
467,potato
468,potato
469,potato
470,potato
471,onion
472,onion
473,onion
474,onion
475,onion
476,onion
477,onion
478,onion
479,onion
480,onion
481,onion
482,onion
483,onion
484,onion
485,onion
486,onion
487,onion
488,onion
489,apple
490,apple
491,apple
492,apple
493,apple
494,apple
495,apple
496,apple
497,apple
498,apple
499,apple
500,apple
501,apple
502,apple
503,apple
504,apple
505,apple
506,apple
507,apple
508,apple
509,apple
510,apple
511,apple
512,apple
513,apple
514,apple
515,apple
516,apple
517,apple
518,apple
519,apple
520,apple
521,apple
522,apple
523,apple
524,apple
525,apple
526,apple
527,apple
528,apple
529,apple
530,apple
531,apple
532,apple
533,apple
534,apple
535,apple
536,apple
537,apple
538,apple
539,apple
540,apple
541,apple
542,apple
543,apple
544,apple
545,apple
546,apple
547,apple
548,apple
549,apple
550,apple
551,apple
552,apple
553,apple
554,apple
555,apple
556,apple
557,apple
558,apple
559,apple
560,apple
561,apple
562,apple
563,apple
564,apple
565,apple
566,apple
567,apple
568,apple
569,apple
570,apple
571,apple
572,apple
573,apple
574,apple
575,apple
576,apple
577,apple
578,apple
579,apple
580,apple
581,apple
582,apple
583,apple
584,apple
585,apple
586,apple
587,apple
588,apple
589,apple
590,apple
591,apple
592,apple
593,apple
594,apple
595,apple
596,apple
597,apple
598,apple
599,apple
600,apple
601,apple
602,apple
603,apple
604,apple
605,apple
606,apple
607,apple
608,apple
609,apple
610,apple
611,apple
612,apple
613,apple
614,apple
615,apple
616,apple
617,apple
618,apple
619,apple
620,apple
621,apple
622,apple
623,apple
624,apple
625,apple
626,apple
627,apple
628,apple
629,apple
630,apple
631,apple
632,apple
633,apple
634,apple
635,apple
636,apple
637,apple
638,apple
639,apple
640,apple
641,apple
642,apple
643,apple
644,apple
645,apple
646,apple
647,apple
648,apple
649,apple
650,apple
651,apple
652,apple
653,apple
654,apple
655,apple
656,apple
657,apple
658,apple
659,apple
660,apple
661,apple
662,apple
663,apple
664,apple
665,apple
666,apple
667,apple
668,apple
669,apple
670,apple
671,apple
672,apple
673,apple
674,apple
675,apple
676,apple
677,apple
678,apple
679,apple
680,apple
681,apple
682,apple
683,apple
684,apple
685,apple
686,apple
687,apple
688,apple
689,apple
690,apple
691,apple
692,apple
693,apple
694,apple
695,apple
696,apple
697,apple
698,apple
699,apple
700,apple
701,apple
702,apple
703,apple
704,apple
705,apple
706,apple
707,apple
708,apple
709,apple
710,apple
711,apple
712,apple
713,apple
714,apple
715,apple
716,apple
717,apple
718,apple
719,apple
720,apple
721,apple
722,apple
723,apple
724,apple
725,apple
726,apple
727,apple
728,apple
729,apple
730,apple
731,apple
732,apple
733,apple
734,apple
735,apple
736,apple
737,apple
738,apple
739,apple
740,apple
741,apple
742,apple
743,apple
744,apple
745,apple
746,apple
747,apple
748,apple
749,apple
750,apple
751,apple
752,apple
753,apple
754,apple
755,apple
756,apple
757,apple
758,apple
759,apple
760,apple
761,apple
762,apple
763,apple
764,apple
765,apple
766,apple
767,apple
768,apple
769,apple
770,apple
771,apple
772,apple
773,apple
774,apple
775,apple
776,apple
777,apple
778,apple
779,apple
780,apple
781,apple
782,apple
783,apple
784,apple
785,apple
786,apple
787,apple
788,apple
789,apple
790,apple
791,apple
792,apple
793,apple
794,apple
795,apple
796,apple
797,apple
798,apple
799,apple
800,apple
801,apple
802,apple
803,apple
804,apple
805,apple
806,apple
807,apple
808,apple
809,apple
810,apple
811,apple
812,apple
813,apple
814,apple
815,apple
816,apple
817,apple
818,apple
819,apple
820,apple
821,apple
822,apple
823,apple
824,apple
825,apple
826,apple
827,apple
828,apple
829,apple
830,apple
831,apple
832,apple
833,apple
834,apple
835,apple
836,apple
837,apple
838,apple
839,apple
840,apple
841,apple
842,apple
843,apple
844,apple
845,apple
846,apple
847,apple
848,apple
849,apple
850,apple
851,apple
852,apple
853,apple
854,apple
855,apple
856,apple
857,apple
858,apple
859,apple
860,apple
861,apple
862,apple
863,apple
864,apple
865,apple
866,apple
867,apple
868,apple
869,apple
870,apple
871,apple
872,apple
873,apple
874,apple
875,apple
876,apple
877,apple
878,apple
879,apple
880,apple
881,apple
882,apple
883,apple
884,apple
885,apple
886,apple
887,apple
888,apple
889,apple
890,apple
891,apple
892,apple
893,apple
894,apple
895,apple
896,apple
897,apple
898,apple
899,apple
900,apple
901,apple
902,apple
903,apple
904,apple
905,apple
906,apple
907,apple
908,apple
909,apple
910,apple
911,apple
912,apple
913,apple
914,apple
915,apple
916,apple
917,apple
918,apple
919,apple
920,apple
921,apple
922,apple
923,apple
924,apple
925,apple
926,apple
927,apple
928,apple
929,apple
930,apple
931,apple
932,apple
933,apple
934,apple
935,apple
936,apple
937,apple
938,apple
939,apple
940,apple
941,apple
942,apple
943,apple
944,apple
945,apple
946,apple
947,apple
948,apple
949,apple
950,apple
951,apple
952,apple
953,apple
954,apple
955,apple
956,apple
957,apple
958,apple
959,apple
960,apple
961,apple
962,apple
963,apple
964,apple
965,apple
966,apple
967,apple
968,apple
969,apple
970,apple
971,apple
972,apple
973,apple
974,apple
975,apple
976,apple
977,apple
978,apple
979,apple
980,apple
981,apple
982,apple
983,apple
984,apple
985,apple
986,apple
987,apple
988,apple
989,apple
990,apple
991,apple
992,apple
993,apple
994,apple
995,apple
996,apple
997,apple
998,mandarin
999,mandarin
1000,mandarin
1001,mandarin
1002,mandarin
1003,mandarin
1004,mandarin
1005,mandarin
1006,mandarin
1007,mandarin
1008,mandarin
1009,mandarin
1010,mandarin
1011,mandarin
1012,mandarin
1013,mandarin
1014,mandarin
1015,mandarin
1016,mandarin
1017,mandarin
1018,mandarin
1019,mandarin
1020,mandarin
1021,mandarin
1022,mandarin
1023,mandarin
1024,mandarin
1025,mandarin
1026,mandarin
1027,mandarin
1028,mandarin
1029,mandarin
1030,mandarin
1031,mandarin
1032,mandarin
1033,mandarin
1034,mandarin
1035,mandarin
1036,mandarin
1037,mandarin
1038,mandarin
1039,mandarin
1040,mandarin
1041,mandarin
1042,mandarin
1043,mandarin
1044,mandarin
1045,mandarin
1046,mandarin
1047,mandarin
1048,mandarin
1049,mandarin
1050,mandarin
1051,mandarin
1052,mandarin
1053,mandarin
1054,mandarin
1055,mandarin
1056,mandarin
1057,mandarin
1058,mandarin
1059,mandarin
1060,mandarin
1061,mandarin
1062,mandarin
1063,mandarin
1064,mandarin
1065,mandarin
1066,mandarin
1067,mandarin
1068,mandarin
1069,mandarin
1070,mandarin
1071,mandarin
1072,mandarin
1073,mandarin
1074,mandarin
1075,mandarin
1076,mandarin
1077,mandarin
1078,mandarin
1079,mandarin
1080,mandarin
1081,mandarin
1082,mandarin
1083,mandarin
1084,mandarin
1085,mandarin
1086,mandarin
1087,mandarin
1088,mandarin
1089,mandarin
1090,mandarin
1091,mandarin
1092,mandarin
1093,mandarin
1094,mandarin
1095,mandarin
1096,mandarin
1097,mandarin
1098,mandarin
1099,mandarin
1100,mandarin
1101,mandarin
1102,mandarin
1103,mandarin
1104,mandarin
1105,mandarin
1106,mandarin
1107,mandarin
1108,mandarin
1109,mandarin
1110,mandarin
1111,mandarin
1112,mandarin
1113,mandarin
1114,mandarin
1115,mandarin
1116,mandarin
1117,mandarin
1118,mandarin
1119,mandarin
1120,mandarin
1121,mandarin
1122,mandarin
1123,mandarin
1124,mandarin
1125,mandarin
1126,mandarin
1127,mandarin
1128,mandarin
1129,mandarin
1130,mandarin
1131,mandarin
1132,mandarin
1133,mandarin
1134,mandarin
1135,mandarin
1136,mandarin
1137,mandarin
1138,mandarin
1139,mandarin
1140,mandarin
1141,mandarin
1142,mandarin
1143,mandarin
1144,mandarin
1145,mandarin
1146,mandarin
1147,mandarin
1148,mandarin
1149,mandarin
1150,mandarin
1151,mandarin
1152,mandarin
1153,mandarin
1154,mandarin
1155,mandarin
1156,mandarin
1157,mandarin
1158,mandarin
1159,mandarin
1160,mandarin
1161,mandarin
1162,mandarin
1163,mandarin
1164,mandarin
1165,mandarin
1166,mandarin
1167,mandarin
1168,mandarin
1169,mandarin
1170,mandarin
1171,mandarin
1172,mandarin
1173,mandarin
1174,mandarin
1175,mandarin
1176,mandarin
1177,mandarin
1178,mandarin
1179,mandarin
1180,mandarin
1181,mandarin
1182,mandarin
1183,mandarin
1184,mandarin
1185,mandarin
1186,mandarin
1187,mandarin
1188,mandarin
1189,mandarin
1190,mandarin
1191,mandarin
1192,mandarin
1193,mandarin
1194,mandarin
1195,mandarin
1196,mandarin
1197,mandarin
1198,mandarin
1199,mandarin
1200,mandarin
1201,mandarin
1202,mandarin
1203,mandarin
1204,mandarin
1205,mandarin
1206,mandarin
1207,mandarin
1208,mandarin
1209,mandarin
1210,mandarin
1211,mandarin
1212,mandarin
1213,mandarin
1214,mandarin
1215,mandarin
1216,mandarin
1217,mandarin
1218,mandarin
1219,mandarin
1220,mandarin
1221,mandarin
1222,mandarin
1223,mandarin
1224,mandarin
1225,mandarin
1226,mandarin
1227,mandarin
1228,mandarin
1229,mandarin
1230,mandarin
1231,mandarin
1232,mandarin
1233,mandarin
1234,mandarin
1235,mandarin
1236,mandarin
1237,mandarin
1238,mandarin
1239,mandarin
1240,mandarin
1241,mandarin
1242,mandarin
1243,mandarin
1244,mandarin
1245,mandarin
1246,mandarin
1247,mandarin
1248,mandarin
1249,mandarin
1250,mandarin
1251,mandarin
1252,mandarin
1253,mandarin
1254,mandarin
1255,mandarin
1256,mandarin
1257,mandarin
1258,mandarin
1259,mandarin
1260,mandarin
1261,mandarin
1262,mandarin
1263,mandarin
1264,mandarin
1265,mandarin
1266,mandarin
1267,mandarin
1268,mandarin
1269,mandarin
1270,mandarin
1271,mandarin
1272,mandarin
1273,mandarin
1274,mandarin
1275,mandarin
1276,mandarin
1277,mandarin
1278,mandarin
1279,mandarin
1280,mandarin
1281,mandarin
1282,mandarin
1283,mandarin
1284,mandarin
1285,mandarin
1286,mandarin
1287,mandarin
1288,mandarin
1289,mandarin
1290,mandarin
1291,mandarin
1292,mandarin
1293,mandarin
1294,mandarin
1295,mandarin
1296,mandarin
1297,mandarin
1298,mandarin
1299,mandarin
1300,mandarin
1301,mandarin
1302,mandarin
1303,mandarin
1304,mandarin
1305,mandarin
1306,mandarin
1307,mandarin
1308,mandarin
1309,mandarin
1310,mandarin
1311,mandarin
1312,mandarin
1313,mandarin
1314,mandarin
1315,mandarin
1316,mandarin
1317,mandarin
1318,mandarin
1319,mandarin
1320,mandarin
1321,mandarin
1322,mandarin
1323,mandarin
1324,mandarin
1325,mandarin
1326,mandarin
1327,mandarin
1328,mandarin
1329,mandarin
1330,mandarin
1331,mandarin
1332,mandarin
1333,mandarin
1334,mandarin
1335,mandarin
1336,mandarin
1337,mandarin
1338,mandarin
1339,mandarin
1340,mandarin
1341,mandarin
1342,mandarin
1343,mandarin
1344,mandarin
1345,mandarin
1346,mandarin
1347,mandarin
1348,mandarin
1349,mandarin
1350,mandarin
1351,mandarin
1352,mandarin
1353,mandarin
1354,mandarin
1355,mandarin
1356,mandarin
1357,mandarin
1358,mandarin
1359,mandarin
1360,mandarin
1361,mandarin
1362,mandarin
1363,mandarin
1364,mandarin
1365,mandarin
1366,mandarin
1367,mandarin
1368,mandarin
1369,mandarin
1370,mandarin
1371,mandarin
1372,mandarin
1373,mandarin
1374,mandarin
1375,mandarin
1376,mandarin
1377,mandarin
1378,mandarin
1379,mandarin
1380,mandarin
1381,mandarin
1382,mandarin
1383,mandarin
1384,mandarin
1385,mandarin
1386,mandarin
1387,mandarin
1388,mandarin
1389,mandarin
1390,mandarin
1391,mandarin
1392,mandarin
1393,mandarin
1394,mandarin
1395,mandarin
1396,mandarin
1397,mandarin
1398,mandarin
1399,mandarin
1400,mandarin
1401,mandarin
1402,mandarin
1403,mandarin
1404,mandarin
1405,mandarin
1406,mandarin
1407,mandarin
1408,mandarin
1409,mandarin
1410,mandarin
1411,mandarin
1412,mandarin
1413,mandarin
1414,mandarin
1415,mandarin
1416,mandarin
1417,mandarin
1418,mandarin
1419,mandarin
1420,mandarin
1421,mandarin
1422,mandarin
1423,mandarin
1424,mandarin
1425,mandarin
1426,mandarin
1427,mandarin
1428,mandarin
1429,mandarin
1430,mandarin
1431,mandarin
1432,mandarin
1433,mandarin
1434,mandarin
1435,mandarin
1436,mandarin
1437,mandarin
1438,mandarin
1439,mandarin
1440,mandarin
1441,mandarin
1442,mandarin
1443,mandarin
1444,mandarin
1445,mandarin
1446,mandarin
1447,mandarin
1448,mandarin
1449,mandarin
1450,mandarin
1451,mandarin
1452,mandarin
1453,mandarin
1454,mandarin
1455,mandarin
1456,mandarin
1457,mandarin
1458,mandarin
1459,mandarin
1460,mandarin
1461,mandarin
1462,mandarin
1463,mandarin
1464,mandarin
1465,mandarin
1466,mandarin
1467,mandarin
1468,mandarin
1469,mandarin
1470,mandarin
1471,mandarin
1472,mandarin
1473,mandarin
1474,mandarin
1475,mandarin
1476,mandarin
1477,mandarin
1478,mandarin
1479,mandarin
1480,mandarin
1481,mandarin
1482,mandarin
1483,mandarin
1484,mandarin
1485,mandarin
1486,mandarin
1487,mandarin
1488,mandarin
1489,mandarin
1490,mandarin
1491,mandarin
1492,mandarin
1493,mandarin
1494,mandarin
1495,mandarin
1496,mandarin
1497,mandarin
1498,mandarin
1499,mandarin
1500,mandarin
1501,mandarin
1502,mandarin
1503,mandarin
1504,mandarin
1505,mandarin
1506,mandarin
1507,mandarin
1508,mandarin
1509,mandarin
1510,mandarin
1511,mandarin
1512,mandarin
1513,mandarin
1514,mandarin
1515,mandarin
1516,mandarin
1517,mandarin
1518,mandarin
1519,mandarin
1520,mandarin
1521,mandarin
1522,mandarin
1523,mandarin
1524,mandarin
1525,mandarin
1526,banana
1527,banana
1528,banana
1529,banana
1530,banana
1531,banana
1532,banana
1533,banana
1534,banana
1535,banana
1536,banana
1537,banana
1538,banana
1539,banana
1540,banana
1541,banana
1542,banana
1543,banana
1544,banana
1545,banana
1546,banana
1547,banana
1548,banana
1549,banana
1550,banana
1551,banana
1552,banana
1553,banana
1554,banana
1555,banana
1556,banana
1557,banana
1558,banana
1559,banana
1560,banana
1561,banana
1562,banana
1563,banana
1564,banana
1565,banana
1566,banana
1567,banana
1568,banana
1569,banana
1570,banana
1571,banana
1572,banana
1573,banana
1574,banana
1575,banana
1576,banana
1577,banana
1578,banana
1579,banana
1580,banana
1581,banana
1582,banana
1583,banana
1584,banana
1585,banana
1586,banana
1587,banana
1588,banana
1589,banana
1590,banana
1591,banana
1592,banana
1593,banana
1594,banana
1595,banana
1596,banana
1597,banana
1598,banana
1599,banana
1600,banana
1601,banana
1602,banana
1603,banana
1604,banana
1605,banana
1606,banana
1607,banana
1608,banana
1609,banana
1610,banana
1611,banana
1612,banana
1613,banana
1614,banana
1615,banana
1616,banana
1617,banana
1618,banana
1619,banana
1620,banana
1621,banana
1622,banana
1623,banana
1624,banana
1625,banana
1626,banana
1627,banana
1628,banana
1629,banana
1630,banana
1631,banana
1632,banana
1633,banana
1634,banana
1635,banana
1636,banana
1637,banana
1638,banana
1639,banana
1640,banana
1641,banana
1642,banana
1643,banana
1644,banana
1645,banana
1646,banana
1647,banana
1648,banana
1649,banana
1650,banana
1651,banana
1652,banana
1653,banana
1654,banana
1655,banana
1656,banana
1657,banana
1658,banana
1659,banana
1660,banana
1661,banana
1662,banana
1663,banana
1664,banana
1665,banana
1666,banana
1667,banana
1668,banana
1669,banana
1670,banana
1671,banana
1672,banana
1673,banana
1674,banana
1675,banana
1676,banana
1677,banana
1678,banana
1679,banana
1680,banana
1681,banana
1682,banana
1683,banana
1684,banana
1685,banana
1686,banana
1687,banana
1688,banana
1689,banana
1690,banana
1691,banana
1692,banana
1693,banana
1694,banana
1695,banana
1696,banana
1697,banana
1698,banana
1699,banana
1700,banana
1701,banana
1702,banana
1703,banana
1704,banana
1705,banana
1706,banana
1707,banana
1708,banana
1709,banana
1710,banana
1711,banana
1712,banana
1713,banana
1714,banana
1715,banana
1716,banana
1717,banana
1718,banana
1719,banana
1720,banana
1721,banana
1722,banana
1723,banana
1724,banana
1725,banana
1726,banana
1727,banana
1728,banana
1729,banana
1730,banana
1731,banana
1732,banana
1733,banana
1734,banana
1735,banana
1736,banana
1737,banana
1738,banana
1739,banana
1740,banana
1741,banana
1742,banana
1743,banana
1744,banana
1745,banana
1746,banana
1747,banana
1748,banana
1749,banana
1750,banana
1751,banana
1752,banana
1753,banana
1754,banana
1755,banana
1756,banana
1757,banana
1758,banana
1759,banana
1760,banana
1761,banana
1762,banana
1763,banana
1764,banana
1765,banana
1766,banana
1767,banana
1768,banana
1769,banana
1770,banana
1771,banana
1772,banana
1773,banana
1774,banana
1775,banana
1776,banana
1777,banana
1778,banana
1779,banana
1780,banana
1781,banana
1782,banana
1783,banana
1784,banana
1785,banana
1786,banana
1787,banana
1788,banana
1789,banana
1790,banana
1791,banana
1792,banana
1793,banana
1794,banana
1795,banana
1796,banana
1797,banana
1798,banana
1799,banana
1800,banana
1801,banana
1802,banana
1803,banana
1804,banana
1805,banana
1806,banana
1807,banana
1808,banana
1809,banana
1810,banana
1811,banana
1812,banana
1813,banana
1814,banana
1815,banana
1816,banana
1817,banana
1818,banana
1819,banana
1820,banana
1821,banana
1822,banana
1823,banana
1824,banana
1825,banana
1826,banana
1827,banana
1828,banana
1829,banana
1830,banana
1831,banana
1832,banana
1833,banana
1834,banana
1835,banana
1836,banana
1837,banana
1838,banana
1839,banana
1840,banana
1841,banana
1842,banana
1843,banana
1844,banana
1845,banana
1846,banana
1847,banana
1848,banana
1849,banana
1850,banana
1851,banana
1852,banana
1853,banana
1854,banana
1855,banana
1856,banana
1857,banana
1858,banana
1859,banana
1860,banana
1861,banana
1862,banana
1863,banana
1864,banana
1865,banana
1866,banana
1867,banana
1868,banana
1869,banana
1870,banana
1871,banana
1872,banana
1873,banana
1874,banana
1875,banana
1876,banana
1877,banana
1878,banana
1879,banana
1880,banana
1881,banana
1882,banana
1883,banana
1884,banana
1885,banana
1886,banana
1887,banana
1888,banana
1889,banana
1890,banana
1891,banana
1892,banana
1893,banana
1894,banana
1895,banana
1896,banana
1897,banana
1898,banana
1899,banana
1900,banana
1901,banana
1902,banana
1903,banana
1904,banana
1905,banana
1906,banana
1907,banana
1908,banana
1909,banana
1910,banana
1911,banana
1912,banana
1913,banana
1914,banana
1915,banana
1916,banana
1917,banana
1918,banana
1919,banana
1920,banana
1921,banana
1922,banana
1923,banana
1924,banana
1925,banana
1926,banana
1927,banana
1928,banana
1929,banana
1930,banana
1931,banana
1932,banana
1933,banana
1934,banana
1935,banana
1936,banana
1937,banana
1938,banana
1939,banana
1940,banana
1941,potato
1942,potato
1943,potato
1944,potato
1945,potato
1946,potato
1947,potato
1948,potato
1949,potato
1950,potato
1951,potato
1952,potato
1953,potato
1954,potato
1955,potato
1956,potato
1957,potato
1958,potato
1959,potato
1960,potato
1961,potato
1962,potato
1963,potato
1964,potato
1965,potato
1966,potato
1967,potato
1968,potato
1969,potato
1970,potato
1971,potato
1972,potato
1973,potato
1974,potato
1975,potato
1976,potato
1977,potato
1978,potato
1979,potato
1980,potato
1981,potato
1982,potato
1983,potato
1984,potato
1985,potato
1986,potato
1987,potato
1988,potato
1989,potato
1990,potato
1991,potato
1992,potato
1993,potato
1994,potato
1995,potato
1996,potato
1997,potato
1998,potato
1999,potato
2000,potato
2001,potato
2002,potato
2003,potato
2004,potato
2005,potato
2006,potato
2007,potato
2008,potato
2009,potato
2010,potato
2011,potato
2012,potato
2013,potato
2014,potato
2015,potato
2016,potato
2017,potato
2018,potato
2019,potato
2020,potato
2021,potato
2022,potato
2023,potato
2024,potato
2025,potato
2026,potato
2027,potato
2028,potato
2029,potato
2030,potato
2031,potato
2032,potato
2033,potato
2034,potato
2035,potato
2036,potato
2037,potato
2038,potato
2039,potato
2040,potato
2041,potato
2042,potato
2043,potato
2044,potato
2045,potato
2046,potato
2047,potato
2048,potato
2049,potato
2050,potato
2051,potato
2052,potato
2053,potato
2054,potato
2055,potato
2056,potato
2057,potato
2058,potato
2059,potato
2060,potato
2061,potato
2062,potato
2063,potato
2064,potato
2065,potato
2066,potato
2067,potato
2068,potato
2069,potato
2070,potato
2071,potato
2072,potato
2073,potato
2074,potato
2075,potato
2076,potato
2077,potato
2078,potato
2079,potato
2080,potato
2081,potato
2082,potato
2083,potato
2084,potato
2085,potato
2086,potato
2087,potato
2088,potato
2089,potato
2090,potato
2091,potato
2092,potato
2093,potato
2094,potato
2095,potato
2096,potato
2097,potato
2098,potato
2099,potato
2100,potato
2101,potato
2102,potato
2103,potato
2104,potato
2105,potato
2106,potato
2107,potato
2108,potato
2109,potato
2110,potato
2111,potato
2112,potato
2113,potato
2114,potato
2115,potato
2116,potato
2117,potato
2118,potato
2119,potato
2120,potato
2121,potato
2122,potato
2123,potato
2124,potato
2125,potato
2126,potato
2127,potato
2128,potato
2129,potato
2130,potato
2131,potato
2132,potato
2133,potato
2134,potato
2135,potato
2136,potato
2137,potato
2138,potato
2139,potato
2140,potato
2141,potato
2142,potato
2143,potato
2144,potato
2145,potato
2146,potato
2147,potato
2148,potato
2149,potato
2150,potato
2151,potato
2152,potato
2153,potato
2154,potato
2155,potato
2156,potato
2157,potato
2158,potato
2159,potato
2160,potato
2161,potato
2162,potato
2163,potato
2164,potato
2165,potato
2166,potato
2167,potato
2168,potato
2169,potato
2170,potato
2171,potato
2172,potato
2173,potato
2174,potato
2175,potato
2176,potato
2177,potato
2178,potato
2179,potato
2180,potato
2181,potato
2182,potato
2183,potato
2184,potato
2185,potato
2186,potato
2187,potato
2188,potato
2189,potato
2190,potato
2191,potato
2192,potato
2193,potato
2194,potato
2195,potato
2196,potato
2197,potato
2198,potato
2199,potato
2200,potato
2201,potato
2202,potato
2203,potato
2204,potato
2205,potato
2206,potato
2207,potato
2208,potato
2209,potato
2210,potato
2211,potato
2212,potato
2213,potato
2214,potato
2215,potato
2216,potato
2217,potato
2218,potato
2219,potato
2220,potato
2221,potato
2222,potato
2223,potato
2224,potato
2225,potato
2226,potato
2227,potato
2228,potato
2229,potato
2230,potato
2231,potato
2232,potato
2233,potato
2234,potato
2235,potato
2236,potato
2237,potato
2238,potato
2239,potato
2240,potato
2241,potato
2242,potato
2243,potato
2244,potato
2245,potato
2246,potato
2247,potato
2248,potato
2249,potato
2250,potato
2251,potato
2252,potato
2253,potato
2254,potato
2255,potato
2256,potato
2257,potato
2258,potato
2259,potato
2260,potato
2261,potato
2262,potato
2263,potato
2264,potato
2265,potato
2266,potato
2267,potato
2268,potato
2269,potato
2270,potato
2271,potato
2272,potato
2273,potato
2274,potato
2275,potato
2276,potato
2277,potato
2278,potato
2279,potato
2280,potato
2281,potato
2282,potato
2283,potato
2284,potato
2285,potato
2286,potato
2287,potato
2288,potato
2289,potato
